spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_8,spectrum_9,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,alcohol_percentage,sugar_percentage
1954,1719,1727,2264,1866,2110,1602,1963,2030,1547,1868,1801,2304,1774,1908,1796,6,0
1886,1659,1704,2251,1662,2165,1682,1946,2029,1619,1884,1791,2289,1725,1831,1796,6,0
1848,1621,1666,2184,1619,2085,1631,1863,1817,1526,1770,1687,2195,1673,1792,1690,6,0
1798,1628,1649,2170,1586,2138,1707,1905,1889,1589,1828,1734,2150,1652,1830,1671,6,0
5355,4161,4761,6171,4154,5359,3731,5310,5532,3650,4871,4824,6262,4855,4728,5227,6,1
5465,4279,4850,6299,4055,5467,3824,5427,5633,3760,4960,4888,6357,4925,4808,5264,6,1
5088,4046,4534,5868,3997,5244,3648,5015,5313,3565,4695,4646,5909,4581,4519,4931,6,1
4002,3165,3569,4601,3241,4244,2970,3949,4083,2910,3807,3679,4584,3547,3523,3867,6,1
3948,3156,3521,4560,3137,4297,3036,4005,4320,2992,3886,3757,4672,3623,3616,3938,6,1
4015,3214,3578,4653,3265,4330,3077,4045,4293,3027,3906,3787,4739,3658,3646,4119,6,1
3874,3064,3440,4488,3021,4115,2866,3863,4092,2791,3674,3575,4533,3498,3461,3776,6,1
3641,2919,3233,4208,2760,3853,2672,3592,3817,2584,3427,3331,4216,3247,3236,3502,6,1
3449,2884,3276,4337,2817,3896,2909,4522,5035,3607,4618,4505,5813,4601,4587,4980,6,1
4116,3251,3649,4773,3090,4284,2979,4071,4283,2893,3814,3717,4781,3669,3657,4044,6,1
4038,3212,3622,4727,3185,4264,2980,4057,4190,2893,3890,3701,4673,3628,3594,4021,6,1
16369,7222,11415,21943,6924,7305,4383,11019,12226,4576,6347,7589,23586,13047,8852,16451,6,2
16280,7183,11356,21829,6660,7243,4320,10904,12001,4482,6203,7528,23579,12626,8862,16397,6,2
16237,7234,11325,21799,6650,7234,4305,10883,11870,4498,6265,7545,23340,13072,8844,15834,6,2
14794,6631,10336,19946,6401,6903,4204,10556,11924,4490,6188,7398,22978,12219,8565,15640,6,2
15475,6912,10902,20873,6449,6951,4154,10466,11434,4339,5961,7073,22043,12225,8262,15246,6,2
14268,6353,10192,19643,6307,6628,3988,9975,11113,4201,5794,6987,21971,12288,8352,15327,6,2
14929,6871,10582,20767,6475,6928,4156,10298,11134,4248,5876,6923,21479,11897,8038,14856,6,2
15161,6684,10575,20325,6326,6774,4075,10122,11191,4343,5978,7170,22363,12471,8479,15790,6,2
15364,6875,10882,20960,6338,6997,3887,9073,10070,3792,5205,6258,20921,12165,8462,15615,6,2
15710,7015,11044,21193,6662,7013,4215,10524,11614,4381,6025,7152,22481,12443,8410,15454,6,2
14808,6682,10419,20019,6265,6799,4082,10236,11324,4322,6019,7169,22598,12431,8398,15451,6,2
15124,6785,10672,20735,6282,6945,4166,10435,11516,4280,5898,7011,21971,12264,8287,15341,6,2
6713,3111,4721,8978,2710,3098,1914,4544,5094,1967,2702,3220,9635,5372,3727,6637,6,3
6627,3033,4668,8888,2772,3065,1888,4471,4928,1951,2666,3167,9451,5297,3649,6443,6,3
6717,3094,4718,8999,2755,3067,1873,4483,5016,1934,2662,3182,9465,5319,3668,6468,6,3
6579,2970,4625,8874,2745,3042,1863,4466,4942,1969,2683,3198,9564,5385,3702,6579,6,3
6657,3031,4695,8983,2848,3045,1874,4451,4949,1943,2663,3175,9540,5345,3645,6565,6,3
6590,2972,4621,8875,2823,3009,1832,4417,5047,1904,2619,3113,9480,5290,3620,6438,6,3
6400,2914,4514,8694,2627,2958,1793,4340,4926,1879,2579,3090,9336,5225,3579,6429,6,3
6427,2936,4500,8679,2642,2936,1790,4295,4779,1856,2563,3043,9208,5135,3517,6265,6,3
6347,2886,4452,8529,2532,2902,1769,4248,4687,1814,2527,3018,9070,5083,3494,6252,6,3
6232,2824,4398,8387,2372,2851,1752,4203,4613,1834,2492,2986,8971,5011,3448,6201,6,3
10391,4549,7167,13947,3894,4657,2798,6771,7414,2907,4018,4773,15265,8401,5565,10422,6,4
10335,4480,7123,13922,3780,4638,2774,6716,7412,2897,4038,4756,15267,8397,5571,10336,6,4
10395,4548,7145,13855,3927,4620,2765,6764,7390,2891,3993,4752,15092,8361,5531,10367,6,4
10296,4451,7075,13813,3889,4590,2776,6682,7349,2875,3972,4710,15084,8310,5495,10273,6,4
10256,4459,7062,13732,4014,4565,2740,6679,7538,2849,3969,4704,15023,8298,5502,10285,6,4
10268,4471,7086,13758,4000,4548,2725,6709,7422,2854,3955,4701,15080,8323,5523,10251,6,4
10239,4484,7075,13754,3934,4566,2741,6687,7241,2860,3973,4707,15111,8339,5519,10297,6,4
10002,4437,7010,13731,4071,4557,2742,6699,7572,2837,3940,4695,15039,8292,5464,10253,6,4
10173,4453,7019,13601,4124,4551,2711,6658,7318,2817,3920,4668,14846,8179,5439,10174,6,4
10139,4400,6976,13530,4069,4530,2728,6593,7261,2811,3909,4645,14870,8189,5433,10208,6,4
10101,4425,6971,13572,3958,4538,2731,6642,7319,2826,3929,4660,14962,8259,5444,10214,6,4
10098,4439,6960,13585,4008,4492,2723,6564,7228,2807,3916,4636,14740,8119,5395,10100,6,4
16327,7243,11412,21937,6521,7272,4380,10939,12142,4552,6333,7570,23718,13101,8859,16495,6,5
16948,7516,11802,22575,6812,7433,4492,11149,12266,4621,6274,7448,23386,12934,8630,15934,6,5
16014,7090,11187,21509,6322,7095,4258,10682,11897,4426,6163,7379,23032,12874,8697,16029,6,5
16775,7449,11770,22618,6501,7441,4471,11212,12412,4662,6467,7768,24237,13521,9163,16741,6,5
16942,7473,11865,22745,6445,7489,4503,11315,12389,4679,6510,7800,24394,13568,9161,16835,6,5
16927,7441,11833,22774,6599,7477,4503,11257,12435,4681,6492,7778,24268,13496,9130,16655,6,5
16490,7445,11817,22697,6537,7434,4474,11260,12270,4620,6437,7785,24052,13409,9070,16634,6,5
16576,7311,11559,22006,6631,7231,4318,10935,11861,4459,6216,7481,23016,12841,8738,15943,6,5
16052,7087,11250,21489,6398,7118,4303,10810,11763,4467,6221,7459,23044,12866,8762,16070,6,5
16697,7342,11735,22530,6807,7411,4480,11245,12516,4659,6486,7788,24168,13516,9137,16630,6,5
16437,7201,11505,22141,6611,7239,4350,10912,12124,4523,6275,7540,23663,13166,8877,16263,6,5
16708,7336,11620,22275,6541,7280,4336,11014,12207,4541,6297,7566,23670,13150,8887,16136,6,5
17352,7688,12102,23275,6892,7703,4636,11610,12814,4860,6713,8010,25119,13883,9344,17338,6,6
17273,7667,12069,23157,6804,7651,4618,11536,12582,4834,6684,7977,25030,13862,9321,17238,6,6
17142,7554,11913,22867,6790,7542,4524,11396,12498,4770,6609,7889,24676,13690,9242,17089,6,6
17188,7586,12017,23272,7018,7623,4563,11622,12716,4795,6661,7986,24790,13763,9341,17104,6,6
17146,7595,12010,23045,6812,7613,4589,11448,12524,4789,6627,7905,24858,13770,9265,17069,6,6
17400,7679,12147,23388,6816,7694,4646,11599,12773,4856,6710,8033,24951,13881,9260,17218,6,6
17385,7673,12101,23145,6772,7673,4593,11573,12738,4796,6685,8000,24871,13840,9366,17152,6,6
17425,7672,12185,23363,6799,7709,4630,11658,12658,4842,6705,8039,24945,13839,9358,17231,6,6
17432,7633,12138,23409,6978,7685,4621,11571,12606,4829,6679,7971,25061,13870,9321,17194,6,6
17427,7619,12125,23306,7174,7671,4630,11511,12485,4778,6583,7902,24895,13778,9284,17174,6,6
17032,7423,11840,22733,6816,7426,4470,11213,12257,4682,6474,7718,24213,13392,9034,16603,6,6
17254,7517,11993,22980,6817,7431,4436,11287,12424,4651,6418,7755,24439,13642,9200,17063,6,6
17417,7655,12146,23287,6852,7669,4624,11599,12772,4839,6694,7985,24999,13854,9321,17213,6,6
17456,7560,12118,23325,7020,7659,4621,11638,12734,4821,6705,8009,24812,13786,9311,17125,6,6
17381,7553,12128,23314,6848,7660,4613,11634,12899,4847,6688,8004,24984,13856,9324,17132,6,6
17003,7530,11895,22981,6619,7618,4572,11142,12076,4556,6291,7535,23904,13251,8970,16782,6,7
16271,7111,10573,20606,6086,6843,4164,10317,11334,4362,6085,7294,22971,12923,8726,15686,6,7
16725,7431,11613,22496,6434,7440,4463,11066,12072,4618,6424,7646,24099,13457,9122,16823,6,7
17475,7613,12019,23356,6947,7615,4604,11484,12335,4783,6609,7893,24884,13558,9180,17196,6,7
17213,7624,12017,23317,6547,7648,4648,11602,12560,4859,6625,7966,25139,13774,9304,17350,6,7
17211,7525,11978,23338,6456,7385,4336,11014,11936,4628,6361,7599,24084,13287,9056,17148,6,7
17227,7498,11901,23131,6706,7585,4568,11536,12565,4757,6506,7806,24626,13521,9138,16984,6,7
17247,7646,12093,23497,6812,7637,4600,11434,12553,4804,6635,7891,25052,13627,9189,17150,6,7
17460,7549,12015,23391,6695,7591,4585,11467,12607,4813,6622,7883,25001,13648,9214,17174,6,7
17519,7590,12049,23471,6742,7617,4599,11528,12650,4803,6620,7904,24885,13646,9197,17202,6,7
17417,7578,12013,23331,6595,7609,4590,11448,12457,4784,6612,7875,24877,13624,9176,17104,6,7
17550,7600,12064,23450,6951,7624,4605,11483,12558,4777,6580,7878,24921,13602,9162,17131,6,7
16916,7449,11745,22589,6833,7531,4554,11357,12767,4772,6555,7829,24602,13548,9099,17020,7,0
16895,7429,11744,22706,6713,7520,4556,11288,12458,4757,6537,7815,24439,13490,9061,16835,7,0
16853,7433,11722,22671,6410,7497,4501,11307,12600,4710,6495,7785,24268,13413,9057,16789,7,0
16869,7400,11706,22487,6908,7503,4508,11359,12635,4734,6501,7809,24258,13408,9059,16841,7,0
16809,7391,11703,22419,6696,7487,4501,11311,12474,4716,6515,7780,24288,13429,9058,16816,7,0
16831,7355,11697,22454,6744,7459,4479,11381,12517,4692,6468,7769,24118,13374,9021,16804,7,0
16772,7319,11674,22534,6830,7458,4482,11270,12431,4668,6452,7747,24121,13323,9005,16773,7,0
16728,7310,11658,22451,6808,7435,4471,11309,12339,4675,6455,7752,24121,13317,8993,16662,7,0
16790,7317,11653,22395,6691,7423,4445,11283,12580,4660,6439,7743,24130,13330,9006,16696,7,0
16799,7358,11671,22467,6733,7438,4465,11200,12368,4652,6434,7718,24073,13316,8994,16648,7,0
16760,7385,11671,22400,6838,7428,4485,11245,12435,4690,6447,7731,24113,13375,8995,16669,7,0
16739,7301,11649,22324,6853,7411,4460,11313,12489,4690,6462,7746,24023,13325,9002,16690,7,0
16776,7338,11652,22460,6762,7411,4454,11268,12583,4662,6452,7736,24054,13326,8989,16639,7,0
16777,7263,11657,22507,6678,7441,4487,11227,12468,4678,6448,7729,24006,13283,8960,16618,7,0
16768,7282,11627,22513,6767,7424,4478,11140,12262,4696,6463,7731,24197,13381,8988,16703,7,0
11657,5107,8132,15757,4558,5195,3159,7743,8802,3306,4551,5414,16661,9334,6347,11632,7,1
11974,5298,8344,16121,4610,5320,3224,7977,9048,3384,4643,5559,17306,9405,6172,11238,7,1
11636,5106,8077,15746,4174,5146,3127,7655,8686,3275,4487,5369,16874,9312,6269,11537,7,1
11676,5096,8079,15848,4271,5152,3146,7679,8580,3276,4471,5345,15580,8950,5825,9623,7,1
11550,4985,8015,15726,4511,5144,3123,7691,8633,3263,4500,5403,16900,9285,6302,11528,7,1
10846,4723,7611,15003,4203,4957,3066,7537,8404,3226,4377,5224,16287,8908,6013,11013,7,1
11645,4992,8001,15755,4384,5099,3104,7561,8467,3248,4443,5297,16881,9146,6165,11528,7,1
11613,4861,7736,15461,4214,5004,3044,7483,8321,3184,4344,5211,16545,8975,6059,11294,7,1
11193,4789,7702,15185,4157,4908,2965,7372,8116,3118,4261,5063,16022,8727,5891,10880,7,1
10406,4393,7046,13656,3909,4461,2698,6703,7639,2845,3907,4685,14730,8074,5522,10289,7,1
10334,4403,7111,13906,3885,4517,2759,6704,7586,2887,3925,4719,14899,8070,5494,10139,7,1
10617,4518,7275,14301,4059,4625,2807,6900,7849,2936,4025,4821,15094,8218,5556,10229,7,1
10387,4465,7151,13985,4000,4524,2741,6786,7744,2865,3915,4686,14759,8041,5443,10011,7,1
16321,7168,11269,21804,6124,7205,4343,10903,11995,4530,6258,7470,23515,12846,8718,16132,7,2
16116,7005,11068,21635,6289,7176,4325,10879,11824,4509,6231,7423,23181,12718,8670,16069,7,2
16112,7055,11093,21554,6134,7114,4319,10676,11640,4478,6137,7323,22957,12546,8526,15767,7,2
15921,7012,10961,21099,5994,6962,4193,10651,11655,4383,6050,7271,22749,12478,8521,15557,7,2
15291,6671,10535,20359,5719,6735,4072,10162,10812,4171,5746,6903,20895,11742,7992,15100,7,2
15512,6774,10747,20839,5750,6863,4167,10399,11281,4332,5970,7136,21905,12224,8361,15415,7,2
15236,6637,10613,20617,5880,6838,4163,10441,11423,4226,5719,6899,22015,12082,8249,15204,7,2
15103,6565,10460,20157,5924,6815,4098,10277,11173,4165,5556,6527,20637,11387,7808,14606,7,2
15224,6651,10493,20222,5862,6705,4053,9899,11045,4255,5835,6965,21895,11941,8120,15032,7,2
15196,6596,10518,20382,5775,6718,4069,10093,11089,4246,5804,6918,21696,11858,8069,14971,7,2
15350,6664,10590,20557,5591,6759,4088,10195,11161,4298,5882,7005,21943,11991,8151,15089,7,2
14536,6431,10191,20315,5672,6471,3917,9956,11054,4144,5769,6939,21680,11808,7846,14220,7,2
13489,5921,9247,17974,5254,5828,3504,8595,9408,3624,4968,5978,19053,10446,6985,13031,7,3
13461,5871,9190,18047,5474,5878,3548,8732,9696,3675,5093,6067,19162,10513,7045,13149,7,3
13334,5845,9173,17839,5273,5843,3483,8793,9767,3708,5128,6143,19563,10744,7160,13401,7,3
13394,5814,9152,17881,5462,5832,3513,8739,9619,3687,5103,6090,19469,10695,7146,13293,7,3
13371,5801,9124,17911,5318,5859,3479,8749,9615,3671,5086,6083,19259,10619,7085,13229,7,3
13299,5777,9117,17792,5315,5804,3483,8740,9641,3627,5056,6063,19213,10564,7086,13104,7,3
13263,5745,9035,17729,5159,5803,3492,8721,9593,3648,5057,6013,19090,10529,7061,13062,7,3
13218,5701,9042,17767,5247,5747,3433,8604,9372,3628,5039,6001,19186,10490,7026,13060,7,3
13264,5708,9084,17737,5229,5739,3422,8644,9527,3625,5035,6002,18988,10429,7003,13061,7,3
13183,5688,8990,17538,5110,5703,3403,8622,9421,3617,5015,5996,18982,10451,6988,13057,7,3
13180,5658,8973,17580,5200,5688,3427,8579,9516,3600,4988,5977,18840,10364,6957,12947,7,3
13105,5671,8951,17585,5356,5676,3414,8498,9396,3600,4965,5940,18969,10366,6899,12834,7,3
13091,5657,8925,17640,5118,5676,3402,8499,9324,3592,4957,5918,18892,10352,6898,12844,7,3
2737,1805,2230,3394,1755,2266,1541,2441,2474,1507,1965,2031,3389,2291,2073,2596,7,4
2705,1790,2205,3336,1764,2235,1536,2419,2685,1509,1953,2034,3399,2296,2057,2587,7,4
2722,1780,2198,3339,1794,2265,1544,2431,2632,1533,1986,2041,3430,2345,2079,2605,7,4
2746,1809,2237,3401,1882,2250,1533,2444,2746,1525,1988,2061,3500,2352,2098,2511,7,4
2717,1801,2212,3388,1884,2278,1566,2441,2711,1530,1970,2027,3436,2317,2051,2547,7,4
2803,1889,2288,3483,1772,2345,1626,2495,2726,1608,2073,2153,3537,2407,2142,2673,7,4
2703,1778,2204,3329,1861,2218,1509,2415,2634,1518,1966,2037,3397,2297,2065,2604,7,4
2685,1780,2199,3330,1633,2222,1531,2406,2706,1523,1990,2039,3378,2296,2064,2602,7,4
2705,1786,2199,3321,1835,2247,1548,2399,2698,1516,1971,2032,3337,2274,2057,2518,7,4
2683,1808,2180,3289,1793,2233,1539,2411,2663,1529,1984,2041,3356,2286,2057,2556,7,4
2669,1756,2173,3281,1821,2231,1541,2392,2690,1520,1975,2029,3298,2274,2062,2572,7,4
2687,1782,2179,3298,1849,2235,1541,2385,2614,1530,1965,2022,3298,2275,2039,2576,7,4
17474,7628,11989,23100,6843,7733,4688,11716,12999,4850,6696,8008,24706,13591,9172,17344,7,5
17504,7675,12027,23244,6862,7755,4712,11700,13071,4874,6732,8054,25046,13704,9261,17333,7,5
17420,7604,11961,23031,6701,7737,4678,11738,13143,4875,6724,8044,24981,13732,9257,17396,7,5
17460,7647,11998,23136,6693,7687,4674,11534,13010,4841,6701,8008,24926,13668,9237,17329,7,5
17375,7573,11926,23025,6644,7666,4593,11667,12977,4785,6646,7997,24924,13690,9227,17381,7,5
17342,7586,11916,22927,6547,7683,4626,11695,13029,4854,6709,8019,25007,13731,9253,17496,7,5
17344,7587,11927,23003,6667,7708,4677,11608,13014,4867,6705,8008,25014,13752,9244,17376,7,5
17343,7593,11931,22915,6578,7684,4629,11633,12927,4856,6702,8012,25000,13772,9268,17323,7,5
17400,7594,11936,23053,6672,7714,4672,11633,12989,4840,6695,8008,24926,13693,9213,17320,7,5
17325,7603,11903,22945,6738,7656,4592,11603,13000,4828,6681,8003,24984,13742,9224,17298,7,5
17281,7597,11903,22966,6620,7681,4642,11597,12926,4854,6671,8004,25077,13780,9253,17243,7,5
17290,7567,11893,22931,6597,7689,4641,11564,12927,4819,6656,7955,24848,13655,9157,17191,7,5
17298,7530,11906,22945,6600,7652,4588,11607,13024,4761,6621,7932,24805,13615,9138,17250,7,5
17300,7609,11884,22887,6737,7634,4581,11591,12911,4753,6610,7950,24798,13631,9167,17293,7,5
17273,7552,11910,22954,6686,7680,4636,11568,13012,4841,6672,7994,24997,13745,9200,17320,7,5
17608,7637,12157,23469,7021,7829,4762,11769,12970,4937,6806,8138,25414,13954,9432,17559,7,6
17669,7689,12183,23544,7039,7816,4753,11743,13095,4932,6805,8143,25400,13971,9433,17562,7,6
17586,7602,12142,23477,6878,7764,4702,11712,13120,4874,6768,8101,25272,13867,9371,17455,7,6
17543,7668,12152,23433,6940,7769,4718,11757,13038,4892,6770,8105,25210,13920,9385,17445,7,6
17554,7636,12132,23404,6979,7738,4664,11758,13187,4870,6751,8068,25223,13912,9391,17397,7,6
17498,7626,12134,23366,6924,7740,4706,11774,13155,4896,6750,8094,25153,13869,9393,17359,7,6
17526,7652,12110,23429,6725,7756,4737,11715,13167,4879,6736,8081,25114,13893,9387,17019,7,6
17601,7566,12188,23523,5853,7816,4778,11755,12194,4963,6814,8145,25184,13915,9426,16958,7,6
17651,7487,12182,23560,6024,7787,4760,11720,12225,4914,6795,8121,25094,13800,9381,16930,7,6
17644,7482,12192,23537,5908,7762,4713,11732,12146,4927,6803,8126,25136,13843,9404,16880,7,6
17647,7544,12193,23556,6695,7752,4725,11735,12894,4902,6751,8081,25085,13800,9369,17197,7,6
17660,7555,12140,23413,6792,7741,4684,11733,12715,4866,6722,8059,25282,13731,9300,17311,7,6
17764,7552,12119,23573,6740,7760,4724,11639,12647,4913,6749,8031,25377,13765,9287,17337,7,6
17738,7560,12128,23495,6807,7764,4713,11739,12642,4904,6740,8026,25375,13749,9308,17216,7,6
17748,7569,12121,23523,6701,7768,4710,11708,12783,4897,6729,8013,25365,13747,9304,17289,7,6
17484,7673,11998,23136,6993,7844,4800,11721,13025,4986,6830,8159,25287,13917,9416,17711,7,7
17446,7638,12003,23198,7253,7844,4804,11698,13033,4989,6827,8146,25196,13912,9401,17599,7,7
17357,7612,11960,23082,6926,7826,4783,11684,13031,4981,6818,8150,24943,13831,9367,17536,7,7
17370,7608,11951,23021,6823,7788,4739,11732,13037,4952,6796,8110,24885,13833,9322,17535,7,7
17331,7626,11996,22980,7003,7784,4744,11685,13088,4935,6773,8099,25061,13820,9357,17745,7,7
17322,7644,11943,22947,7078,7803,4757,11674,12932,4968,6798,8138,25084,13875,9374,17624,7,7
17290,7594,11942,22947,7249,7788,4743,11665,13097,4953,6789,8107,25096,13859,9359,17586,7,7
17310,7636,11933,22918,7178,7759,4719,11681,13130,4939,6788,8137,25028,13837,9361,17627,7,7
17317,7615,11927,23008,7083,7761,4738,11601,13060,4921,6768,8091,25041,13804,9323,17626,7,7
17258,7635,11937,22902,7180,7765,4736,11691,13123,4948,6773,8102,25057,13848,9329,17644,7,7
17308,7628,11959,22895,7089,7752,4719,11696,13088,4928,6778,8099,24872,13803,9327,17592,7,7
17305,7619,11923,22961,7185,7760,4736,11654,13069,4944,6766,8104,25011,13775,9313,17518,7,7
17326,7626,11986,23067,7064,7765,4746,11681,13062,4945,6771,8103,25023,13818,9329,17594,7,7
17299,7617,11986,23043,7027,7759,4749,11726,13060,4934,6761,8102,24919,13782,9312,17539,7,7
17323,7561,11947,23015,7079,7747,4721,11681,13123,4911,6729,8051,24854,13750,9298,17485,7,7
